,item_id,forecast_start,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,ND,MSIS,QuantileLoss[0.025],Coverage[0.025],QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.25],Coverage[0.25],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.75],Coverage[0.75],QuantileLoss[0.9],Coverage[0.9],QuantileLoss[0.975],Coverage[0.975],RMSE,NRMSE,wQuantileLoss[0.025],wQuantileLoss[0.1],wQuantileLoss[0.25],wQuantileLoss[0.5],wQuantileLoss[0.75],wQuantileLoss[0.9],wQuantileLoss[0.975],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA,param
8,LK Amberg-Sulzbach {3},2018-01-22/2018-01-28,1118.2814110824743,1158.0,1637.0,16.876288659793815,1.8349753694581281,6.505888050923684,1.0984731561997358,0.8459049431053368,0.7073915600776672,97.08268179616688,65.5,0.0,222.8,0.010309278350515464,598.5,0.09278350515463918,1158.0,0.25773195876288657,1423.5,0.44329896907216493,1235.4,0.5567010309278351,798.5000000000002,0.8865979381443299,,,,,,,,,,,,,,"cl 4, nl 2, nc 64, ep 8"
0,aggregated {3},,1483.7995323033447,373430.0,528476.0,13.288307769675637,1.4529494226422477,6.26461369380848,1.150671741778554,1.038622602344718,0.7066167621613848,109.35171253364047,24392.550000000003,0.003947699270807137,89102.20000000001,0.02305758109127477,208669.5,0.07789791299974833,373430.0,0.1997234096052306,446196.5,0.351923560472718,397817.39999999997,0.5101332662811168,286233.4,0.7699522252954472,38.52011853958065,2.898797891141929,0.046156400669093774,0.16860216925650362,0.39485142182426447,0.7066167621613848,0.8443079723582528,0.7527634178278673,0.5416204330944073,260834.50714285712,0.493559796741682,0.22333776356909388,,"cl 4, nl 2, nc 64, ep 8"
8,LK Amberg-Sulzbach {4},2018-01-22/2018-01-28,1267.0631443298969,1319.0,1637.0,16.876288659793815,1.8349753694581281,7.410419982010655,1.381966983570772,0.9358245231009819,0.8057422041893005,108.24044834982357,66.4,0.0,265.20000000000005,0.041237113402061855,703.0,0.12371134020618557,1319.0,0.26804123711340205,1561.5,0.4329896907216495,1276.8,0.5773195876288659,896.9000000000002,0.8865979381443299,,,,,,,,,,,,,,"cl 4, nl 2, nc 64, ep 8"
0,aggregated {4},,1697.4837072336472,412087.0,528476.0,13.288307769675637,1.4529494226422477,6.8535379681171475,1.2883503450623117,1.094959985258997,0.7797648332185378,122.30694913341173,25558.9,0.005783253708825738,96783.6,0.03012320844857925,231217.0,0.08865979381443295,412087.0,0.2054060849886853,488189.0,0.3488559215489065,437877.19999999995,0.5055066633140559,323099.95000000007,0.7649735981895893,41.20053042417837,3.1005099474140234,0.04836340723135961,0.18313717179209654,0.4375165570432716,0.7797648332185378,0.9237675883105382,0.8285659140623225,0.6113805546514886,287830.37857142853,0.5446422894728021,0.22152735371241786,,"cl 4, nl 2, nc 64, ep 8"
8,LK Amberg-Sulzbach {1},2018-01-22/2018-01-28,585.4724146262887,779.0,1637.0,16.876288659793815,1.8349753694581281,4.37658617588044,0.734463747809915,0.7787800894843208,0.4758704900741577,47.513208330450425,65.55,0.0,215.20000000000002,0.010309278350515464,477.5,0.05154639175257732,779.0,0.17525773195876287,880.0,0.32989690721649484,699.4,0.5463917525773195,357.30000000000007,0.7835051546391752,,,,,,,,,,,,,,"cl 4, nl 2, nc 128, ep 2"
0,aggregated {1},,693.7819872581097,251948.0,528476.0,13.288307769675637,1.4529494226422477,4.4144275005535905,0.7502573828271556,0.891473677228134,0.4767444500790954,52.63504171091998,22087.25,0.002187578576816695,75709.6,0.011667085743022351,158819.0,0.043550414885592026,251948.0,0.1378677395021377,278676.5,0.28581845612270607,223151.19999999998,0.4574805129494593,125872.80000000003,0.740055318078954,26.33974159436857,1.9821742580704476,0.041794234742921155,0.1432602426600262,0.3005226348973274,0.4767444500790954,0.5273210136316503,0.42225417994383846,0.23818073100765225,162323.47857142854,0.30715392670893016,0.26019612773447315,,"cl 4, nl 2, nc 128, ep 2"
8,LK Amberg-Sulzbach {2},2018-01-22/2018-01-28,821.4157538659794,905.0,1637.0,16.876288659793815,1.8349753694581281,5.084480730644157,0.7036326913272634,0.7664181921217177,0.5528405904769897,84.02596000830277,66.35,0.0,228.39999999999998,0.020618556701030927,532.0,0.07216494845360824,905.0,0.16494845360824742,1073.0,0.36082474226804123,961.1999999999999,0.5257731958762887,681.4500000000002,0.8041237113402062,,,,,,,,,,,,,,"cl 4, nl 2, nc 128, ep 2"
0,aggregated {2},,1033.7331390215886,302273.0,528476.0,13.288307769675637,1.4529494226422477,5.207529761595394,0.8338724538878259,0.9512561215461399,0.5719711018097321,84.64347141606306,23097.35,0.002891626854412871,81572.8,0.01433241136535073,179176.5,0.05026401810409843,302273.0,0.14219260749308554,355777.0,0.2833794317324621,312615.4,0.4485541865727939,218768.10000000003,0.7270555695247668,32.151720623033356,2.419549665790001,0.0437055798181942,0.15435478621545728,0.33904377871464364,0.5719711018097321,0.6732131638901293,0.591541337733407,0.41396033121655484,210468.59285714288,0.39825572562830264,0.2616185926218614,,"cl 4, nl 2, nc 128, ep 2"
8,LK Amberg-Sulzbach {3},2018-01-22/2018-01-28,1053.6171875,1065.0,1637.0,16.876288659793815,1.8349753694581281,5.983394450979035,0.7934656704173368,0.7305678231375557,0.6505803465843201,91.61616273438041,65.85,0.0,248.00000000000003,0.020618556701030927,599.0,0.08247422680412371,1065.0,0.17525773195876287,1308.0,0.35051546391752575,1134.9999999999998,0.5154639175257731,749.5000000000001,0.8041237113402062,,,,,,,,,,,,,,"cl 4, nl 2, nc 128, ep 2"
0,aggregated {3},,1352.3707209413722,352115.0,528476.0,13.288307769675637,1.4529494226422477,5.974263693741908,0.9247936945432801,1.0204051928792004,0.6662838047517768,107.5641261066593,24129.850000000002,0.003369373899924563,88569.8,0.016620568267538303,201166.5,0.05660045260246401,352115.0,0.14704551169223068,420230.5,0.28001005783253763,381547.0,0.4423686195624844,283028.4,0.7164445561981391,36.77459341639785,2.767439921907792,0.045659310924242545,0.16759474413218386,0.38065399374806047,0.6662838047517768,0.7951742368622227,0.7219760216168757,0.5355558246732113,250112.43571428568,0.4732711338155105,0.26250583713495446,,"cl 4, nl 2, nc 128, ep 2"
8,LK Amberg-Sulzbach {4},2018-01-22/2018-01-28,1113.7836662371135,1203.0,1637.0,16.876288659793815,1.8349753694581281,6.7587075347678685,0.9326093898100012,0.90210383647197,0.7348808646202087,100.7626098387878,66.30000000000001,0.0,242.2,0.010309278350515464,666.0,0.10309278350515463,1203.0,0.18556701030927836,1389.5,0.3711340206185567,1223.3999999999999,0.4948453608247423,830.4500000000003,0.8041237113402062,,,,,,,,,,,,,,"cl 4, nl 2, nc 128, ep 2"
0,aggregated {4},,1529.5639108317805,382032.0,528476.0,13.288307769675637,1.4529494226422477,6.434874098776961,0.9895261988101711,1.077870830623186,0.7228937548725013,121.52437397168885,25145.4,0.0043248679909479466,93080.4,0.019361327633894847,216643.0,0.060849886849383784,382032.0,0.14860447573547947,459082.0,0.2753080211214484,423071.0,0.4350264018104104,324423.95000000007,0.7085994468192104,39.10963961521227,2.9431617850138734,0.0475809686721819,0.17612985263285372,0.4099391457701012,0.7228937548725013,0.8686903473383843,0.8005491261665619,0.6138858718276706,274782.53571428574,0.5199527238971793,0.263989367434175,,"cl 4, nl 2, nc 128, ep 2"
8,LK Amberg-Sulzbach {1},2018-01-22/2018-01-28,691.3846649484536,832.0,1637.0,16.876288659793815,1.8349753694581281,4.674351345741369,0.65149206273696,0.6581620352608817,0.5082467794418335,62.098083442883826,69.45,0.0,234.40000000000003,0.0,450.5,0.030927835051546393,832.0,0.15463917525773196,991.5,0.3917525773195876,815.6,0.5773195876288659,483.2000000000002,0.8762886597938144,,,,,,,,,,,,,,"cl 4, nl 2, nc 128, ep 4"
0,aggregated {1},,761.0069637894236,258026.0,528476.0,13.288307769675637,1.4529494226422477,4.517885282348421,0.7343870585797263,0.8929250635986865,0.48824544539392517,56.53909261611913,22950.9,0.0014583857178777978,80000.40000000001,0.007166205682675367,164646.5,0.03366859441790285,258026.0,0.13575559466934914,295481.5,0.30937892884083534,239511.59999999998,0.4946693487553434,131600.70000000004,0.7686195624842841,27.586354666563388,2.0759870364770125,0.043428462219665606,0.15137943823371355,0.31154962571621037,0.48824544539392517,0.5591199978806984,0.45321187717133793,0.24901925536826655,170316.8,0.3222791574262597,0.24989762563310455,,"cl 4, nl 2, nc 128, ep 4"
8,LK Amberg-Sulzbach {2},2018-01-22/2018-01-28,855.8663015463917,907.0,1637.0,16.876288659793815,1.8349753694581281,5.095717152148343,0.7577739603379193,0.8346273061391469,0.5540623068809509,76.35148412094375,71.95,0.0,247.40000000000003,0.010309278350515464,513.0,0.05154639175257732,907.0,0.17525773195876287,1148.0,0.3917525773195876,1029.6,0.5463917525773195,607.5500000000002,0.8762886597938144,,,,,,,,,,,,,,"cl 4, nl 2, nc 128, ep 4"
0,aggregated {2},,1084.0445978618848,301427.0,528476.0,13.288307769675637,1.4529494226422477,5.200386054661886,0.810919222054943,0.9516395581615106,0.5703702722545584,84.35572915064427,23558.35,0.0014080965551923562,83355.40000000001,0.008549157656525001,179170.0,0.039778727684183945,301427.0,0.14312295700276625,365363.5,0.3067890369625349,319752.4,0.4850641186824237,210437.35000000003,0.756223283882322,32.92483254113656,2.4777295282302334,0.04457789946941772,0.1577278816824227,0.3390314791967847,0.5703702722545584,0.69135306049849,0.6050462083424791,0.3981966068468578,211866.2857142857,0.4009004868987157,0.25129494593915025,,"cl 4, nl 2, nc 128, ep 4"
