,mean_WIS,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,config/cardinality,config/cell_type,config/context_length,config/epochs,config/num_cells,config/num_layers,config/use_feat_dynamic_real,config/use_feat_static_cat,config/use_feat_static_real,logdir
0,764.0271897810219,3408.1533291339874,False,,,1,fff9b_00000,91d24aaea9c545f991a7cda93ad03c23,2023-05-15_09-34-53,1684136093,3408.1533291339874,3098938,econ-stat-rr01,172.22.1.197,3408.1533291339874,0,1,0.0059990882873535,,lstm,2,40,60,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00000_0_cardinality=None,cell_type=lstm,context_length=2,epochs=40,num_cells=60,num_layers=8,use_feat_dynamic_real_2023-05-15_08-38-00"
1,837.3271289537714,3338.7046451568604,False,,,1,fff9b_00001,15ce2ad3393848b89f9bceda792d7e9b,2023-05-15_09-33-48,1684136028,3338.7046451568604,3099287,econ-stat-rr01,172.22.1.197,3338.7046451568604,0,1,0.0054771900177001,,lstm,4,40,60,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00001_1_cardinality=None,cell_type=lstm,context_length=4,epochs=40,num_cells=60,num_layers=8,use_feat_dynamic_real_2023-05-15_08-38-05"
2,897.0366049704554,3622.8492600917816,False,,,1,fff9b_00002,b5255df4cb614f4eb410a458a4130dac,2023-05-15_09-38-32,1684136312,3622.8492600917816,3099289,econ-stat-rr01,172.22.1.197,3622.8492600917816,0,1,0.0053846836090087,,lstm,8,40,60,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00002_2_cardinality=None,cell_type=lstm,context_length=8,epochs=40,num_cells=60,num_layers=8,use_feat_dynamic_real_2023-05-15_08-38-05"
3,749.8352884949602,4064.197086572647,False,,,1,fff9b_00003,e204d0f1c46f42ffad0210873b18d5a8,2023-05-15_09-45-53,1684136753,4064.197086572647,3099291,econ-stat-rr01,172.22.1.197,4064.197086572647,0,1,0.0051877498626708,,lstm,2,60,60,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00003_3_cardinality=None,cell_type=lstm,context_length=2,epochs=60,num_cells=60,num_layers=8,use_feat_dynamic_real_2023-05-15_08-38-05"
4,814.1622393117832,4291.350383520126,False,,,1,fff9b_00004,756e912dd1c940d5a3b7344564b12841,2023-05-15_09-49-40,1684136980,4291.350383520126,3099293,econ-stat-rr01,172.22.1.197,4291.350383520126,0,1,0.0056111812591552,,lstm,4,60,60,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00004_4_cardinality=None,cell_type=lstm,context_length=4,epochs=60,num_cells=60,num_layers=8,use_feat_dynamic_real_2023-05-15_08-38-05"
5,930.746967327077,4348.36748623848,False,,,1,fff9b_00005,1c4a6ebac3064bdd9a7878dafde7925c,2023-05-15_09-50-38,1684137038,4348.36748623848,3099295,econ-stat-rr01,172.22.1.197,4348.36748623848,0,1,0.0051674842834472,,lstm,8,60,60,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00005_5_cardinality=None,cell_type=lstm,context_length=8,epochs=60,num_cells=60,num_layers=8,use_feat_dynamic_real_2023-05-15_08-38-05"
6,759.2743091762253,4850.9361119270325,False,,,1,fff9b_00006,8726a2ec44d0403fa5c4259b868e2152,2023-05-15_09-59-00,1684137540,4850.9361119270325,3099297,econ-stat-rr01,172.22.1.197,4850.9361119270325,0,1,0.0059471130371093,,lstm,2,80,60,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00006_6_cardinality=None,cell_type=lstm,context_length=2,epochs=80,num_cells=60,num_layers=8,use_feat_dynamic_real_2023-05-15_08-38-05"
7,834.3572297532152,5059.968713521957,False,,,1,fff9b_00007,6a2af16dfb3947f8825497b136194fc0,2023-05-15_10-02-29,1684137749,5059.968713521957,3099299,econ-stat-rr01,172.22.1.197,5059.968713521957,0,1,0.0057003498077392,,lstm,4,80,60,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00007_7_cardinality=None,cell_type=lstm,context_length=4,epochs=80,num_cells=60,num_layers=8,use_feat_dynamic_real_2023-05-15_08-38-05"
8,929.919981751825,4649.185317516327,False,,,1,fff9b_00008,15ce2ad3393848b89f9bceda792d7e9b,2023-05-15_10-51-18,1684140678,4649.185317516327,3099287,econ-stat-rr01,172.22.1.197,4649.185317516327,0,1,0.0054771900177001,,lstm,8,80,60,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00008_8_cardinality=None,cell_type=lstm,context_length=8,epochs=80,num_cells=60,num_layers=8,use_feat_dynamic_real_2023-05-15_09-33-48"
9,770.538686131387,5023.332794189453,False,,,1,fff9b_00009,91d24aaea9c545f991a7cda93ad03c23,2023-05-15_10-58-36,1684141116,5023.332794189453,3098938,econ-stat-rr01,172.22.1.197,5023.332794189453,0,1,0.0059990882873535,,lstm,2,40,140,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00009_9_cardinality=None,cell_type=lstm,context_length=2,epochs=40,num_cells=140,num_layers=8,use_feat_dynamic_rea_2023-05-15_09-34-53"
10,863.9570646506778,5141.808554887772,False,,,1,fff9b_00010,b5255df4cb614f4eb410a458a4130dac,2023-05-15_11-04-14,1684141454,5141.808554887772,3099289,econ-stat-rr01,172.22.1.197,5141.808554887772,0,1,0.0053846836090087,,lstm,4,40,140,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00010_10_cardinality=None,cell_type=lstm,context_length=4,epochs=40,num_cells=140,num_layers=8,use_feat_dynamic_re_2023-05-15_09-38-32"
11,882.6892509558568,5281.1980011463165,False,,,1,fff9b_00011,e204d0f1c46f42ffad0210873b18d5a8,2023-05-15_11-13-55,1684142035,5281.1980011463165,3099291,econ-stat-rr01,172.22.1.197,5281.1980011463165,0,1,0.0051877498626708,,lstm,8,40,140,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00011_11_cardinality=None,cell_type=lstm,context_length=8,epochs=40,num_cells=140,num_layers=8,use_feat_dynamic_re_2023-05-15_09-45-54"
12,764.4329292665973,5824.131032943726,False,,,1,fff9b_00012,756e912dd1c940d5a3b7344564b12841,2023-05-15_11-26-45,1684142805,5824.131032943726,3099293,econ-stat-rr01,172.22.1.197,5824.131032943726,0,1,0.0056111812591552,,lstm,2,60,140,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00012_12_cardinality=None,cell_type=lstm,context_length=2,epochs=60,num_cells=140,num_layers=8,use_feat_dynamic_re_2023-05-15_09-49-41"
13,849.594247480014,5984.885252714157,False,,,1,fff9b_00013,1c4a6ebac3064bdd9a7878dafde7925c,2023-05-15_11-30-23,1684143023,5984.885252714157,3099295,econ-stat-rr01,172.22.1.197,5984.885252714157,0,1,0.0051674842834472,,lstm,4,60,140,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00013_13_cardinality=None,cell_type=lstm,context_length=4,epochs=60,num_cells=140,num_layers=8,use_feat_dynamic_re_2023-05-15_09-50-38"
14,979.135427528676,6261.81000828743,False,,,1,fff9b_00014,8726a2ec44d0403fa5c4259b868e2152,2023-05-15_11-43-23,1684143803,6261.81000828743,3099297,econ-stat-rr01,172.22.1.197,6261.81000828743,0,1,0.0059471130371093,,lstm,8,60,140,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00014_14_cardinality=None,cell_type=lstm,context_length=8,epochs=60,num_cells=140,num_layers=8,use_feat_dynamic_re_2023-05-15_09-59-01"
15,776.0516075773376,6499.903159856796,False,,,1,fff9b_00015,6a2af16dfb3947f8825497b136194fc0,2023-05-15_11-50-50,1684144250,6499.903159856796,3099299,econ-stat-rr01,172.22.1.197,6499.903159856796,0,1,0.0057003498077392,,lstm,2,80,140,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00015_15_cardinality=None,cell_type=lstm,context_length=2,epochs=80,num_cells=140,num_layers=8,use_feat_dynamic_re_2023-05-15_10-02-30"
16,841.6162365311089,7112.445806503296,False,,,1,fff9b_00016,15ce2ad3393848b89f9bceda792d7e9b,2023-05-15_12-49-50,1684147790,7112.445806503296,3099287,econ-stat-rr01,172.22.1.197,7112.445806503296,0,1,0.0054771900177001,,lstm,4,80,140,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00016_16_cardinality=None,cell_type=lstm,context_length=4,epochs=80,num_cells=140,num_layers=8,use_feat_dynamic_re_2023-05-15_10-51-18"
17,933.0615180743832,7481.24490237236,False,,,1,fff9b_00017,91d24aaea9c545f991a7cda93ad03c23,2023-05-15_13-03-18,1684148598,7481.24490237236,3098938,econ-stat-rr01,172.22.1.197,7481.24490237236,0,1,0.0059990882873535,,lstm,8,80,140,8,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00017_17_cardinality=None,cell_type=lstm,context_length=8,epochs=80,num_cells=140,num_layers=8,use_feat_dynamic_re_2023-05-15_10-58-37"
18,753.5991571080989,3065.1757113933563,False,,,1,fff9b_00018,b5255df4cb614f4eb410a458a4130dac,2023-05-15_11-55-20,1684144520,3065.1757113933563,3099289,econ-stat-rr01,172.22.1.197,3065.1757113933563,0,1,0.0053846836090087,,lstm,2,40,60,10,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00018_18_cardinality=None,cell_type=lstm,context_length=2,epochs=40,num_cells=60,num_layers=10,use_feat_dynamic_re_2023-05-15_11-04-15"
19,810.2825078206466,3258.214452266693,False,,,1,fff9b_00019,e204d0f1c46f42ffad0210873b18d5a8,2023-05-15_12-08-14,1684145294,3258.214452266693,3099291,econ-stat-rr01,172.22.1.197,3258.214452266693,0,1,0.0051877498626708,,lstm,4,40,60,10,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00019_19_cardinality=None,cell_type=lstm,context_length=4,epochs=40,num_cells=60,num_layers=10,use_feat_dynamic_re_2023-05-15_11-13-56"
20,943.589937434828,3548.224935531616,False,,,1,fff9b_00020,756e912dd1c940d5a3b7344564b12841,2023-05-15_12-25-53,1684146353,3548.224935531616,3099293,econ-stat-rr01,172.22.1.197,3548.224935531616,0,1,0.0056111812591552,,lstm,8,40,60,10,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00020_20_cardinality=None,cell_type=lstm,context_length=8,epochs=40,num_cells=60,num_layers=10,use_feat_dynamic_re_2023-05-15_11-26-45"
21,750.028688738269,4168.865941524506,False,,,1,fff9b_00021,1c4a6ebac3064bdd9a7878dafde7925c,2023-05-15_12-39-52,1684147192,4168.865941524506,3099295,econ-stat-rr01,172.22.1.197,4168.865941524506,0,1,0.0051674842834472,,lstm,2,60,60,10,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00021_21_cardinality=None,cell_type=lstm,context_length=2,epochs=60,num_cells=60,num_layers=10,use_feat_dynamic_re_2023-05-15_11-30-23"
22,805.7726407716372,4343.71937417984,False,,,1,fff9b_00022,8726a2ec44d0403fa5c4259b868e2152,2023-05-15_12-55-47,1684148147,4343.71937417984,3099297,econ-stat-rr01,172.22.1.197,4343.71937417984,0,1,0.0059471130371093,,lstm,4,60,60,10,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00022_22_cardinality=None,cell_type=lstm,context_length=4,epochs=60,num_cells=60,num_layers=10,use_feat_dynamic_re_2023-05-15_11-43-23"
23,952.1805613486272,4496.629863023758,False,,,1,fff9b_00023,6a2af16dfb3947f8825497b136194fc0,2023-05-15_13-05-47,1684148747,4496.629863023758,3099299,econ-stat-rr01,172.22.1.197,4496.629863023758,0,1,0.0057003498077392,,lstm,8,60,60,10,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00023_23_cardinality=None,cell_type=lstm,context_length=8,epochs=60,num_cells=60,num_layers=10,use_feat_dynamic_re_2023-05-15_11-50-51"
24,758.4127346193952,4979.586217880249,False,,,1,fff9b_00024,b5255df4cb614f4eb410a458a4130dac,2023-05-15_13-18-20,1684149500,4979.586217880249,3099289,econ-stat-rr01,172.22.1.197,4979.586217880249,0,1,0.0053846836090087,,lstm,2,80,60,10,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00024_24_cardinality=None,cell_type=lstm,context_length=2,epochs=80,num_cells=60,num_layers=10,use_feat_dynamic_re_2023-05-15_11-55-20"
25,824.9066866527634,5072.204110383987,False,,,1,fff9b_00025,e204d0f1c46f42ffad0210873b18d5a8,2023-05-15_13-32-47,1684150367,5072.204110383987,3099291,econ-stat-rr01,172.22.1.197,5072.204110383987,0,1,0.0051877498626708,,lstm,4,80,60,10,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00025_25_cardinality=None,cell_type=lstm,context_length=4,epochs=80,num_cells=60,num_layers=10,use_feat_dynamic_re_2023-05-15_12-08-14"
26,938.53199513382,5283.646176338196,False,,,1,fff9b_00026,756e912dd1c940d5a3b7344564b12841,2023-05-15_13-53-57,1684151637,5283.646176338196,3099293,econ-stat-rr01,172.22.1.197,5283.646176338196,0,1,0.0056111812591552,,lstm,8,80,60,10,True,False,True,"/home/reffert/ray_results/objective_2023-05-15_08-37-33/objective_fff9b_00026_26_cardinality=None,cell_type=lstm,context_length=8,epochs=80,num_cells=60,num_layers=10,use_feat_dynamic_re_2023-05-15_12-25-54"
