,year,date,location,week,age_group,value
0,2002,2002-01-06,LK Alb-Donau-Kreis,1,00+,0.0
1,2002,2002-01-13,LK Alb-Donau-Kreis,2,00+,0.0
2,2002,2002-01-20,LK Alb-Donau-Kreis,3,00+,0.0
3,2002,2002-01-27,LK Alb-Donau-Kreis,4,00+,0.0
4,2002,2002-02-03,LK Alb-Donau-Kreis,5,00+,0.0
5,2002,2002-02-10,LK Alb-Donau-Kreis,6,00+,0.0
6,2002,2002-02-17,LK Alb-Donau-Kreis,7,00+,1.0
7,2002,2002-02-24,LK Alb-Donau-Kreis,8,00+,0.0
8,2002,2002-03-03,LK Alb-Donau-Kreis,9,00+,0.0
9,2002,2002-03-10,LK Alb-Donau-Kreis,10,00+,3.0
10,2002,2002-03-17,LK Alb-Donau-Kreis,11,00+,7.0
11,2002,2002-03-24,LK Alb-Donau-Kreis,12,00+,1.0
12,2002,2002-03-31,LK Alb-Donau-Kreis,13,00+,2.0
13,2002,2002-04-07,LK Alb-Donau-Kreis,14,00+,0.0
14,2002,2002-04-14,LK Alb-Donau-Kreis,15,00+,0.0
15,2002,2002-04-21,LK Alb-Donau-Kreis,16,00+,0.0
16,2002,2002-04-28,LK Alb-Donau-Kreis,17,00+,0.0
17,2002,2002-05-05,LK Alb-Donau-Kreis,18,00+,0.0
18,2002,2002-05-12,LK Alb-Donau-Kreis,19,00+,0.0
19,2002,2002-05-19,LK Alb-Donau-Kreis,20,00+,0.0
20,2002,2002-05-26,LK Alb-Donau-Kreis,21,00+,0.0
21,2002,2002-06-02,LK Alb-Donau-Kreis,22,00+,0.0
22,2002,2002-06-09,LK Alb-Donau-Kreis,23,00+,0.0
23,2002,2002-06-16,LK Alb-Donau-Kreis,24,00+,0.0
24,2002,2002-06-23,LK Alb-Donau-Kreis,25,00+,0.0
25,2002,2002-06-30,LK Alb-Donau-Kreis,26,00+,0.0
26,2002,2002-07-07,LK Alb-Donau-Kreis,27,00+,0.0
27,2002,2002-07-14,LK Alb-Donau-Kreis,28,00+,0.0
28,2002,2002-07-21,LK Alb-Donau-Kreis,29,00+,0.0
29,2002,2002-08-18,LK Alb-Donau-Kreis,33,00+,0.0
30,2002,2002-09-01,LK Alb-Donau-Kreis,35,00+,0.0
31,2002,2002-09-15,LK Alb-Donau-Kreis,37,00+,0.0
32,2002,2002-09-22,LK Alb-Donau-Kreis,38,00+,0.0
33,2002,2002-09-29,LK Alb-Donau-Kreis,39,00+,0.0
34,2002,2002-10-06,LK Alb-Donau-Kreis,40,00+,0.0
35,2002,2002-10-20,LK Alb-Donau-Kreis,42,00+,0.0
36,2002,2002-10-27,LK Alb-Donau-Kreis,43,00+,0.0
37,2002,2002-11-03,LK Alb-Donau-Kreis,44,00+,0.0
38,2002,2002-11-10,LK Alb-Donau-Kreis,45,00+,0.0
39,2002,2002-11-17,LK Alb-Donau-Kreis,46,00+,0.0
40,2002,2002-12-01,LK Alb-Donau-Kreis,48,00+,0.0
41,2002,2002-12-08,LK Alb-Donau-Kreis,49,00+,0.0
42,2002,2002-12-15,LK Alb-Donau-Kreis,50,00+,0.0
43,2002,2002-12-22,LK Alb-Donau-Kreis,51,00+,0.0
44,2002,2002-12-29,LK Alb-Donau-Kreis,52,00+,0.0
45,2003,2003-01-05,LK Alb-Donau-Kreis,1,00+,0.0
46,2003,2003-01-12,LK Alb-Donau-Kreis,2,00+,0.0
47,2003,2003-01-19,LK Alb-Donau-Kreis,3,00+,0.0
48,2003,2003-01-26,LK Alb-Donau-Kreis,4,00+,0.0
49,2003,2003-02-02,LK Alb-Donau-Kreis,5,00+,0.0
50,2003,2003-02-09,LK Alb-Donau-Kreis,6,00+,2.0
51,2003,2003-02-16,LK Alb-Donau-Kreis,7,00+,3.0
52,2003,2003-02-23,LK Alb-Donau-Kreis,8,00+,5.0
53,2003,2003-03-02,LK Alb-Donau-Kreis,9,00+,11.0
54,2003,2003-03-09,LK Alb-Donau-Kreis,10,00+,5.0
55,2003,2003-03-16,LK Alb-Donau-Kreis,11,00+,5.0
56,2003,2003-03-23,LK Alb-Donau-Kreis,12,00+,3.0
57,2003,2003-03-30,LK Alb-Donau-Kreis,13,00+,0.0
58,2003,2003-04-06,LK Alb-Donau-Kreis,14,00+,3.0
59,2003,2003-04-13,LK Alb-Donau-Kreis,15,00+,0.0
60,2003,2003-04-20,LK Alb-Donau-Kreis,16,00+,0.0
61,2003,2003-04-27,LK Alb-Donau-Kreis,17,00+,0.0
62,2003,2003-05-04,LK Alb-Donau-Kreis,18,00+,0.0
63,2003,2003-05-11,LK Alb-Donau-Kreis,19,00+,0.0
64,2003,2003-05-18,LK Alb-Donau-Kreis,20,00+,0.0
65,2003,2003-05-25,LK Alb-Donau-Kreis,21,00+,0.0
66,2003,2003-06-01,LK Alb-Donau-Kreis,22,00+,0.0
67,2003,2003-06-08,LK Alb-Donau-Kreis,23,00+,0.0
68,2003,2003-06-15,LK Alb-Donau-Kreis,24,00+,0.0
69,2003,2003-06-22,LK Alb-Donau-Kreis,25,00+,0.0
70,2003,2003-06-29,LK Alb-Donau-Kreis,26,00+,0.0
71,2003,2003-07-06,LK Alb-Donau-Kreis,27,00+,0.0
72,2003,2003-07-13,LK Alb-Donau-Kreis,28,00+,0.0
73,2003,2003-07-27,LK Alb-Donau-Kreis,30,00+,0.0
74,2003,2003-08-03,LK Alb-Donau-Kreis,31,00+,0.0
75,2003,2003-08-24,LK Alb-Donau-Kreis,34,00+,0.0
76,2003,2003-08-31,LK Alb-Donau-Kreis,35,00+,0.0
77,2003,2003-09-07,LK Alb-Donau-Kreis,36,00+,0.0
78,2003,2003-09-14,LK Alb-Donau-Kreis,37,00+,0.0
79,2003,2003-09-21,LK Alb-Donau-Kreis,38,00+,0.0
80,2003,2003-09-28,LK Alb-Donau-Kreis,39,00+,0.0
81,2003,2003-10-05,LK Alb-Donau-Kreis,40,00+,0.0
82,2003,2003-10-12,LK Alb-Donau-Kreis,41,00+,0.0
83,2003,2003-10-19,LK Alb-Donau-Kreis,42,00+,0.0
84,2003,2003-10-26,LK Alb-Donau-Kreis,43,00+,0.0
85,2003,2003-11-02,LK Alb-Donau-Kreis,44,00+,0.0
86,2003,2003-11-09,LK Alb-Donau-Kreis,45,00+,0.0
87,2003,2003-11-16,LK Alb-Donau-Kreis,46,00+,0.0
88,2003,2003-11-23,LK Alb-Donau-Kreis,47,00+,0.0
89,2003,2003-11-30,LK Alb-Donau-Kreis,48,00+,0.0
90,2003,2003-12-07,LK Alb-Donau-Kreis,49,00+,0.0
91,2003,2003-12-14,LK Alb-Donau-Kreis,50,00+,0.0
92,2003,2003-12-21,LK Alb-Donau-Kreis,51,00+,0.0
93,2003,2003-12-28,LK Alb-Donau-Kreis,52,00+,0.0
94,2004,2004-01-04,LK Alb-Donau-Kreis,1,00+,0.0
95,2004,2004-01-11,LK Alb-Donau-Kreis,2,00+,0.0
96,2004,2004-01-18,LK Alb-Donau-Kreis,3,00+,0.0
97,2004,2004-01-25,LK Alb-Donau-Kreis,4,00+,0.0
98,2004,2004-02-01,LK Alb-Donau-Kreis,5,00+,1.0
99,2004,2004-02-08,LK Alb-Donau-Kreis,6,00+,2.0
100,2004,2004-02-15,LK Alb-Donau-Kreis,7,00+,0.0
101,2004,2004-02-22,LK Alb-Donau-Kreis,8,00+,0.0
102,2004,2004-02-29,LK Alb-Donau-Kreis,9,00+,0.0
103,2004,2004-03-07,LK Alb-Donau-Kreis,10,00+,0.0
104,2004,2004-03-14,LK Alb-Donau-Kreis,11,00+,0.0
105,2004,2004-03-21,LK Alb-Donau-Kreis,12,00+,1.0
106,2004,2004-03-28,LK Alb-Donau-Kreis,13,00+,3.0
107,2004,2004-04-04,LK Alb-Donau-Kreis,14,00+,0.0
108,2004,2004-04-11,LK Alb-Donau-Kreis,15,00+,0.0
109,2004,2004-04-18,LK Alb-Donau-Kreis,16,00+,0.0
110,2004,2004-04-25,LK Alb-Donau-Kreis,17,00+,0.0
111,2004,2004-05-02,LK Alb-Donau-Kreis,18,00+,0.0
112,2004,2004-05-09,LK Alb-Donau-Kreis,19,00+,0.0
113,2004,2004-05-16,LK Alb-Donau-Kreis,20,00+,0.0
114,2004,2004-05-30,LK Alb-Donau-Kreis,22,00+,0.0
115,2004,2004-06-13,LK Alb-Donau-Kreis,24,00+,0.0
116,2004,2004-06-20,LK Alb-Donau-Kreis,25,00+,0.0
117,2004,2004-06-27,LK Alb-Donau-Kreis,26,00+,0.0
118,2004,2004-07-04,LK Alb-Donau-Kreis,27,00+,0.0
119,2004,2004-07-11,LK Alb-Donau-Kreis,28,00+,0.0
120,2004,2004-07-18,LK Alb-Donau-Kreis,29,00+,0.0
121,2004,2004-07-25,LK Alb-Donau-Kreis,30,00+,0.0
122,2004,2004-08-01,LK Alb-Donau-Kreis,31,00+,0.0
123,2004,2004-08-08,LK Alb-Donau-Kreis,32,00+,0.0
124,2004,2004-08-22,LK Alb-Donau-Kreis,34,00+,0.0
125,2004,2004-08-29,LK Alb-Donau-Kreis,35,00+,0.0
126,2004,2004-09-05,LK Alb-Donau-Kreis,36,00+,0.0
127,2004,2004-09-12,LK Alb-Donau-Kreis,37,00+,0.0
128,2004,2004-09-19,LK Alb-Donau-Kreis,38,00+,0.0
129,2004,2004-09-26,LK Alb-Donau-Kreis,39,00+,0.0
130,2004,2004-10-03,LK Alb-Donau-Kreis,40,00+,0.0
131,2004,2004-10-10,LK Alb-Donau-Kreis,41,00+,0.0
132,2004,2004-10-17,LK Alb-Donau-Kreis,42,00+,0.0
133,2004,2004-10-24,LK Alb-Donau-Kreis,43,00+,0.0
134,2004,2004-10-31,LK Alb-Donau-Kreis,44,00+,0.0
135,2004,2004-11-07,LK Alb-Donau-Kreis,45,00+,0.0
136,2004,2004-11-14,LK Alb-Donau-Kreis,46,00+,0.0
137,2004,2004-11-21,LK Alb-Donau-Kreis,47,00+,0.0
138,2004,2004-11-28,LK Alb-Donau-Kreis,48,00+,0.0
139,2004,2004-12-05,LK Alb-Donau-Kreis,49,00+,0.0
140,2004,2004-12-12,LK Alb-Donau-Kreis,50,00+,0.0
141,2004,2004-12-19,LK Alb-Donau-Kreis,51,00+,0.0
142,2004,2004-12-26,LK Alb-Donau-Kreis,52,00+,0.0
143,2004,2005-01-02,LK Alb-Donau-Kreis,53,00+,0.0
144,2005,2005-01-09,LK Alb-Donau-Kreis,1,00+,0.0
145,2005,2005-01-16,LK Alb-Donau-Kreis,2,00+,0.0
146,2005,2005-01-23,LK Alb-Donau-Kreis,3,00+,0.0
147,2005,2005-01-30,LK Alb-Donau-Kreis,4,00+,0.0
148,2005,2005-02-06,LK Alb-Donau-Kreis,5,00+,3.0
149,2005,2005-02-13,LK Alb-Donau-Kreis,6,00+,0.0
150,2005,2005-02-20,LK Alb-Donau-Kreis,7,00+,1.0
151,2005,2005-02-27,LK Alb-Donau-Kreis,8,00+,4.0
152,2005,2005-03-06,LK Alb-Donau-Kreis,9,00+,5.0
153,2005,2005-03-13,LK Alb-Donau-Kreis,10,00+,2.0
154,2005,2005-03-20,LK Alb-Donau-Kreis,11,00+,2.0
155,2005,2005-03-27,LK Alb-Donau-Kreis,12,00+,1.0
156,2005,2005-04-03,LK Alb-Donau-Kreis,13,00+,0.0
157,2005,2005-04-10,LK Alb-Donau-Kreis,14,00+,0.0
158,2005,2005-04-17,LK Alb-Donau-Kreis,15,00+,0.0
159,2005,2005-04-24,LK Alb-Donau-Kreis,16,00+,0.0
160,2005,2005-05-01,LK Alb-Donau-Kreis,17,00+,0.0
161,2005,2005-05-08,LK Alb-Donau-Kreis,18,00+,0.0
162,2005,2005-05-15,LK Alb-Donau-Kreis,19,00+,0.0
163,2005,2005-05-22,LK Alb-Donau-Kreis,20,00+,0.0
164,2005,2005-05-29,LK Alb-Donau-Kreis,21,00+,0.0
165,2005,2005-06-05,LK Alb-Donau-Kreis,22,00+,0.0
166,2005,2005-06-12,LK Alb-Donau-Kreis,23,00+,0.0
167,2005,2005-06-19,LK Alb-Donau-Kreis,24,00+,0.0
168,2005,2005-06-26,LK Alb-Donau-Kreis,25,00+,0.0
169,2005,2005-07-03,LK Alb-Donau-Kreis,26,00+,0.0
170,2005,2005-07-10,LK Alb-Donau-Kreis,27,00+,0.0
171,2005,2005-07-17,LK Alb-Donau-Kreis,28,00+,0.0
172,2005,2005-07-31,LK Alb-Donau-Kreis,30,00+,0.0
173,2005,2005-08-14,LK Alb-Donau-Kreis,32,00+,0.0
174,2005,2005-08-21,LK Alb-Donau-Kreis,33,00+,0.0
175,2005,2005-08-28,LK Alb-Donau-Kreis,34,00+,0.0
176,2005,2005-09-18,LK Alb-Donau-Kreis,37,00+,0.0
177,2005,2005-09-25,LK Alb-Donau-Kreis,38,00+,0.0
178,2005,2005-10-02,LK Alb-Donau-Kreis,39,00+,0.0
179,2005,2005-10-09,LK Alb-Donau-Kreis,40,00+,0.0
180,2005,2005-10-23,LK Alb-Donau-Kreis,42,00+,0.0
181,2005,2005-10-30,LK Alb-Donau-Kreis,43,00+,0.0
182,2005,2005-11-06,LK Alb-Donau-Kreis,44,00+,0.0
183,2005,2005-11-13,LK Alb-Donau-Kreis,45,00+,0.0
184,2005,2005-11-20,LK Alb-Donau-Kreis,46,00+,0.0
185,2005,2005-11-27,LK Alb-Donau-Kreis,47,00+,0.0
186,2005,2005-12-04,LK Alb-Donau-Kreis,48,00+,0.0
187,2005,2005-12-11,LK Alb-Donau-Kreis,49,00+,0.0
188,2005,2005-12-18,LK Alb-Donau-Kreis,50,00+,0.0
189,2005,2005-12-25,LK Alb-Donau-Kreis,51,00+,0.0
190,2005,2006-01-01,LK Alb-Donau-Kreis,52,00+,0.0
191,2006,2006-01-08,LK Alb-Donau-Kreis,1,00+,0.0
192,2006,2006-01-15,LK Alb-Donau-Kreis,2,00+,0.0
193,2006,2006-01-22,LK Alb-Donau-Kreis,3,00+,0.0
194,2006,2006-01-29,LK Alb-Donau-Kreis,4,00+,0.0
195,2006,2006-02-05,LK Alb-Donau-Kreis,5,00+,1.0
196,2006,2006-02-12,LK Alb-Donau-Kreis,6,00+,0.0
197,2006,2006-02-19,LK Alb-Donau-Kreis,7,00+,0.0
198,2006,2006-02-26,LK Alb-Donau-Kreis,8,00+,1.0
199,2006,2006-03-05,LK Alb-Donau-Kreis,9,00+,1.0
200,2006,2006-03-12,LK Alb-Donau-Kreis,10,00+,4.0
201,2006,2006-03-19,LK Alb-Donau-Kreis,11,00+,1.0
202,2006,2006-03-26,LK Alb-Donau-Kreis,12,00+,3.0
203,2006,2006-04-02,LK Alb-Donau-Kreis,13,00+,1.0
204,2006,2006-04-09,LK Alb-Donau-Kreis,14,00+,0.0
205,2006,2006-04-16,LK Alb-Donau-Kreis,15,00+,0.0
206,2006,2006-04-23,LK Alb-Donau-Kreis,16,00+,0.0
207,2006,2006-04-30,LK Alb-Donau-Kreis,17,00+,0.0
208,2006,2006-05-07,LK Alb-Donau-Kreis,18,00+,0.0
209,2006,2006-05-14,LK Alb-Donau-Kreis,19,00+,0.0
210,2006,2006-05-21,LK Alb-Donau-Kreis,20,00+,0.0
211,2006,2006-05-28,LK Alb-Donau-Kreis,21,00+,0.0
212,2006,2006-06-04,LK Alb-Donau-Kreis,22,00+,0.0
213,2006,2006-06-11,LK Alb-Donau-Kreis,23,00+,0.0
214,2006,2006-06-18,LK Alb-Donau-Kreis,24,00+,0.0
215,2006,2006-06-25,LK Alb-Donau-Kreis,25,00+,0.0
216,2006,2006-07-02,LK Alb-Donau-Kreis,26,00+,0.0
217,2006,2006-07-09,LK Alb-Donau-Kreis,27,00+,0.0
218,2006,2006-07-16,LK Alb-Donau-Kreis,28,00+,0.0
219,2006,2006-07-23,LK Alb-Donau-Kreis,29,00+,0.0
220,2006,2006-07-30,LK Alb-Donau-Kreis,30,00+,0.0
221,2006,2006-08-06,LK Alb-Donau-Kreis,31,00+,0.0
222,2006,2006-08-13,LK Alb-Donau-Kreis,32,00+,0.0
223,2006,2006-08-20,LK Alb-Donau-Kreis,33,00+,0.0
224,2006,2006-08-27,LK Alb-Donau-Kreis,34,00+,0.0
225,2006,2006-09-03,LK Alb-Donau-Kreis,35,00+,0.0
226,2006,2006-09-10,LK Alb-Donau-Kreis,36,00+,0.0
227,2006,2006-09-17,LK Alb-Donau-Kreis,37,00+,0.0
228,2006,2006-10-01,LK Alb-Donau-Kreis,39,00+,0.0
229,2006,2006-10-08,LK Alb-Donau-Kreis,40,00+,0.0
230,2006,2006-10-22,LK Alb-Donau-Kreis,42,00+,0.0
231,2006,2006-10-29,LK Alb-Donau-Kreis,43,00+,0.0
232,2006,2006-11-05,LK Alb-Donau-Kreis,44,00+,0.0
233,2006,2006-11-12,LK Alb-Donau-Kreis,45,00+,0.0
234,2006,2006-11-19,LK Alb-Donau-Kreis,46,00+,0.0
235,2006,2006-11-26,LK Alb-Donau-Kreis,47,00+,0.0
236,2006,2006-12-03,LK Alb-Donau-Kreis,48,00+,0.0
237,2006,2006-12-10,LK Alb-Donau-Kreis,49,00+,0.0
238,2006,2006-12-17,LK Alb-Donau-Kreis,50,00+,0.0
239,2006,2006-12-24,LK Alb-Donau-Kreis,51,00+,0.0
240,2006,2006-12-31,LK Alb-Donau-Kreis,52,00+,0.0
241,2007,2007-01-07,LK Alb-Donau-Kreis,1,00+,0.0
242,2007,2007-01-14,LK Alb-Donau-Kreis,2,00+,0.0
243,2007,2007-01-21,LK Alb-Donau-Kreis,3,00+,0.0
244,2007,2007-01-28,LK Alb-Donau-Kreis,4,00+,0.0
245,2007,2007-02-04,LK Alb-Donau-Kreis,5,00+,1.0
246,2007,2007-02-11,LK Alb-Donau-Kreis,6,00+,1.0
247,2007,2007-02-18,LK Alb-Donau-Kreis,7,00+,4.0
248,2007,2007-02-25,LK Alb-Donau-Kreis,8,00+,0.0
249,2007,2007-03-04,LK Alb-Donau-Kreis,9,00+,1.0
250,2007,2007-03-11,LK Alb-Donau-Kreis,10,00+,4.0
251,2007,2007-03-18,LK Alb-Donau-Kreis,11,00+,4.0
252,2007,2007-03-25,LK Alb-Donau-Kreis,12,00+,1.0
253,2007,2007-04-01,LK Alb-Donau-Kreis,13,00+,2.0
254,2007,2007-04-08,LK Alb-Donau-Kreis,14,00+,0.0
255,2007,2007-04-15,LK Alb-Donau-Kreis,15,00+,0.0
256,2007,2007-04-22,LK Alb-Donau-Kreis,16,00+,0.0
257,2007,2007-04-29,LK Alb-Donau-Kreis,17,00+,0.0
258,2007,2007-05-06,LK Alb-Donau-Kreis,18,00+,0.0
259,2007,2007-05-13,LK Alb-Donau-Kreis,19,00+,0.0
260,2007,2007-05-20,LK Alb-Donau-Kreis,20,00+,0.0
261,2007,2007-05-27,LK Alb-Donau-Kreis,21,00+,0.0
262,2007,2007-06-03,LK Alb-Donau-Kreis,22,00+,0.0
263,2007,2007-06-10,LK Alb-Donau-Kreis,23,00+,0.0
264,2007,2007-06-17,LK Alb-Donau-Kreis,24,00+,0.0
265,2007,2007-06-24,LK Alb-Donau-Kreis,25,00+,0.0
266,2007,2007-07-01,LK Alb-Donau-Kreis,26,00+,0.0
267,2007,2007-07-08,LK Alb-Donau-Kreis,27,00+,0.0
268,2007,2007-07-15,LK Alb-Donau-Kreis,28,00+,0.0
269,2007,2007-07-22,LK Alb-Donau-Kreis,29,00+,0.0
270,2007,2007-07-29,LK Alb-Donau-Kreis,30,00+,0.0
271,2007,2007-08-12,LK Alb-Donau-Kreis,32,00+,0.0
272,2007,2007-08-26,LK Alb-Donau-Kreis,34,00+,0.0
273,2007,2007-09-02,LK Alb-Donau-Kreis,35,00+,0.0
274,2007,2007-09-09,LK Alb-Donau-Kreis,36,00+,0.0
275,2007,2007-09-16,LK Alb-Donau-Kreis,37,00+,0.0
276,2007,2007-09-23,LK Alb-Donau-Kreis,38,00+,0.0
277,2007,2007-09-30,LK Alb-Donau-Kreis,39,00+,0.0
278,2007,2007-10-07,LK Alb-Donau-Kreis,40,00+,0.0
279,2007,2007-10-14,LK Alb-Donau-Kreis,41,00+,0.0
280,2007,2007-10-21,LK Alb-Donau-Kreis,42,00+,0.0
281,2007,2007-10-28,LK Alb-Donau-Kreis,43,00+,0.0
282,2007,2007-11-04,LK Alb-Donau-Kreis,44,00+,0.0
283,2007,2007-11-11,LK Alb-Donau-Kreis,45,00+,0.0
284,2007,2007-11-18,LK Alb-Donau-Kreis,46,00+,0.0
285,2007,2007-11-25,LK Alb-Donau-Kreis,47,00+,0.0
286,2007,2007-12-02,LK Alb-Donau-Kreis,48,00+,0.0
287,2007,2007-12-09,LK Alb-Donau-Kreis,49,00+,0.0
288,2007,2007-12-16,LK Alb-Donau-Kreis,50,00+,0.0
289,2007,2007-12-23,LK Alb-Donau-Kreis,51,00+,0.0
290,2007,2007-12-30,LK Alb-Donau-Kreis,52,00+,1.0
291,2008,2008-01-06,LK Alb-Donau-Kreis,1,00+,0.0
292,2008,2008-01-13,LK Alb-Donau-Kreis,2,00+,0.0
293,2008,2008-01-20,LK Alb-Donau-Kreis,3,00+,0.0
294,2008,2008-01-27,LK Alb-Donau-Kreis,4,00+,0.0
295,2008,2008-02-03,LK Alb-Donau-Kreis,5,00+,4.0
296,2008,2008-02-10,LK Alb-Donau-Kreis,6,00+,0.0
297,2008,2008-02-17,LK Alb-Donau-Kreis,7,00+,4.0
298,2008,2008-02-24,LK Alb-Donau-Kreis,8,00+,4.0
299,2008,2008-03-02,LK Alb-Donau-Kreis,9,00+,3.0
300,2008,2008-03-09,LK Alb-Donau-Kreis,10,00+,1.0
301,2008,2008-03-16,LK Alb-Donau-Kreis,11,00+,2.0
302,2008,2008-03-23,LK Alb-Donau-Kreis,12,00+,1.0
303,2008,2008-03-30,LK Alb-Donau-Kreis,13,00+,0.0
304,2008,2008-04-06,LK Alb-Donau-Kreis,14,00+,0.0
305,2008,2008-04-13,LK Alb-Donau-Kreis,15,00+,1.0
306,2008,2008-04-20,LK Alb-Donau-Kreis,16,00+,1.0
307,2008,2008-04-27,LK Alb-Donau-Kreis,17,00+,0.0
308,2008,2008-05-04,LK Alb-Donau-Kreis,18,00+,0.0
309,2008,2008-05-11,LK Alb-Donau-Kreis,19,00+,0.0
310,2008,2008-05-18,LK Alb-Donau-Kreis,20,00+,0.0
311,2008,2008-05-25,LK Alb-Donau-Kreis,21,00+,0.0
312,2008,2008-06-01,LK Alb-Donau-Kreis,22,00+,0.0
313,2008,2008-06-08,LK Alb-Donau-Kreis,23,00+,0.0
314,2008,2008-06-15,LK Alb-Donau-Kreis,24,00+,0.0
315,2008,2008-06-29,LK Alb-Donau-Kreis,26,00+,0.0
316,2008,2008-07-06,LK Alb-Donau-Kreis,27,00+,0.0
317,2008,2008-07-13,LK Alb-Donau-Kreis,28,00+,0.0
318,2008,2008-07-20,LK Alb-Donau-Kreis,29,00+,0.0
319,2008,2008-07-27,LK Alb-Donau-Kreis,30,00+,0.0
320,2008,2008-08-17,LK Alb-Donau-Kreis,33,00+,0.0
321,2008,2008-08-24,LK Alb-Donau-Kreis,34,00+,0.0
322,2008,2008-09-07,LK Alb-Donau-Kreis,36,00+,0.0
323,2008,2008-09-14,LK Alb-Donau-Kreis,37,00+,0.0
324,2008,2008-09-21,LK Alb-Donau-Kreis,38,00+,0.0
325,2008,2008-09-28,LK Alb-Donau-Kreis,39,00+,0.0
326,2008,2008-10-05,LK Alb-Donau-Kreis,40,00+,0.0
327,2008,2008-10-12,LK Alb-Donau-Kreis,41,00+,0.0
328,2008,2008-10-19,LK Alb-Donau-Kreis,42,00+,0.0
329,2008,2008-10-26,LK Alb-Donau-Kreis,43,00+,0.0
330,2008,2008-11-02,LK Alb-Donau-Kreis,44,00+,0.0
331,2008,2008-11-09,LK Alb-Donau-Kreis,45,00+,0.0
332,2008,2008-11-16,LK Alb-Donau-Kreis,46,00+,0.0
333,2008,2008-11-23,LK Alb-Donau-Kreis,47,00+,0.0
334,2008,2008-11-30,LK Alb-Donau-Kreis,48,00+,0.0
335,2008,2008-12-07,LK Alb-Donau-Kreis,49,00+,0.0
336,2008,2008-12-14,LK Alb-Donau-Kreis,50,00+,0.0
337,2008,2008-12-21,LK Alb-Donau-Kreis,51,00+,1.0
338,2008,2008-12-28,LK Alb-Donau-Kreis,52,00+,0.0
339,2009,2009-01-04,LK Alb-Donau-Kreis,1,00+,1.0
340,2009,2009-01-11,LK Alb-Donau-Kreis,2,00+,2.0
341,2009,2009-01-18,LK Alb-Donau-Kreis,3,00+,2.0
342,2009,2009-01-25,LK Alb-Donau-Kreis,4,00+,5.0
343,2009,2009-02-01,LK Alb-Donau-Kreis,5,00+,17.0
344,2009,2009-02-08,LK Alb-Donau-Kreis,6,00+,13.0
345,2009,2009-02-15,LK Alb-Donau-Kreis,7,00+,15.0
346,2009,2009-02-22,LK Alb-Donau-Kreis,8,00+,12.0
347,2009,2009-03-01,LK Alb-Donau-Kreis,9,00+,5.0
348,2009,2009-03-08,LK Alb-Donau-Kreis,10,00+,2.0
349,2009,2009-03-15,LK Alb-Donau-Kreis,11,00+,0.0
350,2009,2009-03-22,LK Alb-Donau-Kreis,12,00+,0.0
351,2009,2009-03-29,LK Alb-Donau-Kreis,13,00+,0.0
352,2009,2009-04-05,LK Alb-Donau-Kreis,14,00+,0.0
353,2009,2009-04-12,LK Alb-Donau-Kreis,15,00+,0.0
354,2009,2009-04-19,LK Alb-Donau-Kreis,16,00+,0.0
355,2009,2009-04-26,LK Alb-Donau-Kreis,17,00+,0.0
356,2009,2009-05-03,LK Alb-Donau-Kreis,18,00+,0.0
357,2009,2009-05-10,LK Alb-Donau-Kreis,19,00+,0.0
358,2009,2009-05-17,LK Alb-Donau-Kreis,20,00+,0.0
359,2009,2009-05-24,LK Alb-Donau-Kreis,21,00+,0.0
360,2009,2009-05-31,LK Alb-Donau-Kreis,22,00+,0.0
361,2009,2009-06-07,LK Alb-Donau-Kreis,23,00+,0.0
362,2009,2009-06-14,LK Alb-Donau-Kreis,24,00+,2.0
363,2009,2009-06-21,LK Alb-Donau-Kreis,25,00+,0.0
364,2009,2009-06-28,LK Alb-Donau-Kreis,26,00+,0.0
365,2009,2009-07-05,LK Alb-Donau-Kreis,27,00+,0.0
366,2009,2009-07-12,LK Alb-Donau-Kreis,28,00+,0.0
367,2009,2009-07-19,LK Alb-Donau-Kreis,29,00+,2.0
368,2009,2009-07-26,LK Alb-Donau-Kreis,30,00+,3.0
369,2009,2009-08-02,LK Alb-Donau-Kreis,31,00+,4.0
370,2009,2009-08-09,LK Alb-Donau-Kreis,32,00+,12.0
371,2009,2009-08-16,LK Alb-Donau-Kreis,33,00+,10.0
372,2009,2009-08-23,LK Alb-Donau-Kreis,34,00+,3.0
373,2009,2009-08-30,LK Alb-Donau-Kreis,35,00+,1.0
374,2009,2009-09-06,LK Alb-Donau-Kreis,36,00+,3.0
375,2009,2009-09-13,LK Alb-Donau-Kreis,37,00+,3.0
376,2009,2009-09-20,LK Alb-Donau-Kreis,38,00+,1.0
377,2009,2009-09-27,LK Alb-Donau-Kreis,39,00+,5.0
378,2009,2009-10-04,LK Alb-Donau-Kreis,40,00+,3.0
379,2009,2009-10-11,LK Alb-Donau-Kreis,41,00+,2.0
380,2009,2009-10-18,LK Alb-Donau-Kreis,42,00+,1.0
381,2009,2009-10-25,LK Alb-Donau-Kreis,43,00+,7.0
382,2009,2009-11-01,LK Alb-Donau-Kreis,44,00+,25.0
383,2009,2009-11-08,LK Alb-Donau-Kreis,45,00+,62.0
384,2009,2009-11-15,LK Alb-Donau-Kreis,46,00+,37.0
385,2009,2009-11-22,LK Alb-Donau-Kreis,47,00+,35.0
386,2009,2009-11-29,LK Alb-Donau-Kreis,48,00+,45.0
387,2009,2009-12-06,LK Alb-Donau-Kreis,49,00+,26.0
